Date,Channel,Campaign,Impressions,Clicks,Spend,Conversions,Revenue
16/01/2024,Google Ads,Competitor Keywords,14113,647,1361.93,44,3448.04
16/01/2024,Google Ads,Retargeting,12256,658,1332.82,40,3283.85
16/01/2024,Meta,Awareness,24254,446,233.12,15,906.15
16/01/2024,Meta,Retargeting,17791,442,323.57,16,946.02
16/01/2024,Meta,Lead Gen,29230,602,626.04,11,662.17
16/01/2024,LinkedIn,Brand Awareness,3871,23,122.66,0,0
16/01/2024,LinkedIn,Lead Gen,2154,17,62.3,0,0
16/01/2024,LinkedIn,Event Promotion,2763,22,73.27,0,0
16/01/2024,TikTok,Top of Funnel,42712,759,535.66,13,792.41
16/01/2024,TikTok,Product Showcase,39298,612,288.19,6,323.24
16/01/2024,TikTok,Retargeting,37731,565,174.31,9,400.6
17/01/2024,Google Ads,Brand Search,10731,464,448.15,28,2061.68
17/01/2024,Google Ads,Competitor Keywords,13867,643,1521.55,24,2131.75
17/01/2024,Google Ads,Retargeting,13742,573,996.7,32,2364.66
17/01/2024,Meta,Awareness,28995,483,560.75,12,648.33
17/01/2024,Meta,Retargeting,13852,325,354.11,12,633.66
17/01/2024,Meta,Lead Gen,24693,257,118.12,8,418.52
17/01/2024,LinkedIn,Brand Awareness,2127,18,118.76,0,0
17/01/2024,LinkedIn,Lead Gen,2885,17,64.3,0,0
17/01/2024,LinkedIn,Event Promotion,3054,19,93.7,0,0
17/01/2024,TikTok,Top of Funnel,37461,480,127.22,6,349.59
17/01/2024,TikTok,Product Showcase,29962,420,84.65,5,247.42
17/01/2024,TikTok,Retargeting,18974,186,47.67,1,43.46
18/01/2024,Google Ads,Brand Search,13721,711,628.42,29,2103.52
18/01/2024,Google Ads,Competitor Keywords,11969,559,1233.2,20,1691.47
18/01/2024,Google Ads,Retargeting,13317,692,1276.8,33,1941.11
18/01/2024,Meta,Awareness,23022,242,235.79,7,363.45
18/01/2024,Meta,Retargeting,23974,521,312.67,18,827.92
18/01/2024,Meta,Lead Gen,26777,569,521.28,11,538.13
18/01/2024,LinkedIn,Brand Awareness,4195,19,130.06,0,0
18/01/2024,LinkedIn,Lead Gen,2783,23,120.4,0,0
18/01/2024,LinkedIn,Event Promotion,2832,16,109.09,0,0
18/01/2024,TikTok,Top of Funnel,35291,305,106.56,5,284.29
18/01/2024,TikTok,Product Showcase,36069,433,87.5,4,190.81
18/01/2024,TikTok,Retargeting,16477,215,90.32,2,70.63
19/01/2024,Google Ads,Brand Search,12336,779,1110.62,30,2178.66
19/01/2024,Google Ads,Competitor Keywords,8769,571,1076.86,17,1150.44
19/01/2024,Google Ads,Retargeting,9973,496,468.02,21,1829.93
19/01/2024,Meta,Awareness,20979,452,436.1,8,570.26
19/01/2024,Meta,Retargeting,25619,274,286.67,4,289.31
19/01/2024,Meta,Lead Gen,15651,290,201.29,11,687.36
19/01/2024,LinkedIn,Brand Awareness,3040,12,46.59,0,0
19/01/2024,LinkedIn,Lead Gen,2546,22,73.17,0,0
19/01/2024,LinkedIn,Event Promotion,1525,9,59.67,0,0
19/01/2024,TikTok,Top of Funnel,19789,342,146.78,4,255.58
19/01/2024,TikTok,Product Showcase,27789,286,166.1,4,178.49
19/01/2024,TikTok,Retargeting,26334,357,96.1,5,289.59
20/01/2024,Google Ads,Brand Search,10820,713,1098.37,23,1577.16
20/01/2024,Google Ads,Competitor Keywords,8258,563,1078.31,32,2417.58
20/01/2024,Google Ads,Retargeting,14597,861,1921.29,54,4177.81
20/01/2024,Meta,Awareness,24645,262,152.13,5,343.69
20/01/2024,Meta,Retargeting,32566,679,452.67,22,1319.92
20/01/2024,Meta,Lead Gen,20369,307,314.24,6,320.56
20/01/2024,LinkedIn,Brand Awareness,3475,24,139.29,1,130.78
20/01/2024,LinkedIn,Lead Gen,2390,16,111.41,0,0
20/01/2024,LinkedIn,Event Promotion,3837,24,115.68,1,120.86
20/01/2024,TikTok,Top of Funnel,35803,543,205.98,7,419.71
20/01/2024,TikTok,Product Showcase,17794,228,181.47,3,132.6
20/01/2024,TikTok,Retargeting,35562,524,215.18,6,236.97
21/01/2024,Google Ads,Brand Search,14072,626,913.07,33,2156.93
21/01/2024,Google Ads,Competitor Keywords,9445,658,554.06,25,1384.11
21/01/2024,Google Ads,Retargeting,11346,687,1166.75,30,2087.71
21/01/2024,Meta,Awareness,21117,398,349.43,15,1104.24
21/01/2024,Meta,Retargeting,32036,352,287.06,13,889.9
21/01/2024,Meta,Lead Gen,19745,424,319.82,11,645.55
21/01/2024,LinkedIn,Brand Awareness,3205,13,73.02,0,0
21/01/2024,LinkedIn,Lead Gen,2454,12,58.48,0,0
21/01/2024,LinkedIn,Event Promotion,4316,18,110.54,0,0
21/01/2024,TikTok,Top of Funnel,30629,282,150.12,3,121.87
21/01/2024,TikTok,Product Showcase,16132,285,168.69,2,82.1
21/01/2024,TikTok,Retargeting,23960,417,143.91,7,290.29
22/01/2024,Google Ads,Brand Search,14946,710,1025.56,43,3590.66
22/01/2024,Google Ads,Competitor Keywords,6974,478,689.44,33,2113.67
22/01/2024,Google Ads,Retargeting,9258,370,680.93,20,1233.51
22/01/2024,Meta,Awareness,22253,353,361.06,10,477.1
22/01/2024,Meta,Retargeting,22570,389,415.34,6,338.86
22/01/2024,Meta,Lead Gen,16448,383,323.46,8,474.93
22/01/2024,LinkedIn,Brand Awareness,4198,19,130.1,0,0
22/01/2024,LinkedIn,Lead Gen,3361,17,75.62,0,0
22/01/2024,LinkedIn,Event Promotion,3409,19,131.06,0,0
22/01/2024,TikTok,Top of Funnel,20619,330,160.97,6,381.22
22/01/2024,TikTok,Product Showcase,42444,747,393.38,6,242.48
22/01/2024,TikTok,Retargeting,27988,490,147.62,5,186.27
23/01/2024,Google Ads,Brand Search,10241,685,1271.66,40,2656.44
23/01/2024,Google Ads,Competitor Keywords,12453,842,2035.46,51,3986.37
23/01/2024,Google Ads,Retargeting,13813,787,1668.8,28,2407.84
23/01/2024,Meta,Awareness,21374,469,216.22,16,1106.67
23/01/2024,Meta,Retargeting,24153,389,334.94,6,434.83
23/01/2024,Meta,Lead Gen,24618,357,264.78,7,474.65
23/01/2024,LinkedIn,Brand Awareness,3218,12,36.22,0,0
23/01/2024,LinkedIn,Lead Gen,2065,11,63.13,0,0
23/01/2024,LinkedIn,Event Promotion,3224,24,144.21,0,0
23/01/2024,TikTok,Top of Funnel,30747,537,128.93,6,299.69
23/01/2024,TikTok,Product Showcase,22792,341,79.57,6,283.04
23/01/2024,TikTok,Retargeting,23880,267,171.9,4,182.66
24/01/2024,Google Ads,Brand Search,11581,661,812.94,24,1362.67
24/01/2024,Google Ads,Competitor Keywords,14409,784,1838.11,34,2744.58
24/01/2024,Google Ads,Retargeting,7573,433,620.57,29,1738.89
24/01/2024,Meta,Awareness,18064,239,197.87,7,404.51
24/01/2024,Meta,Retargeting,14876,223,263.64,4,196.15
24/01/2024,Meta,Lead Gen,20227,427,352.37,11,527.91
24/01/2024,LinkedIn,Brand Awareness,3406,15,47.66,0,0
24/01/2024,LinkedIn,Lead Gen,3857,34,193.03,0,0
24/01/2024,LinkedIn,Event Promotion,1762,7,44.75,0,0
24/01/2024,TikTok,Top of Funnel,28716,294,85.15,4,241.01
24/01/2024,TikTok,Product Showcase,28842,476,310.53,7,351.16
24/01/2024,TikTok,Retargeting,49591,567,441.58,8,369.27
25/01/2024,Google Ads,Brand Search,10893,460,1026.69,28,2173.01
25/01/2024,Google Ads,Competitor Keywords,6564,295,245.73,18,1200.58
25/01/2024,Google Ads,Retargeting,10956,720,1793.78,49,4263.78
25/01/2024,Meta,Awareness,18940,322,190.17,8,452.51
25/01/2024,Meta,Retargeting,20349,361,301.92,11,553.68
25/01/2024,Meta,Lead Gen,27915,688,710.97,18,1052.75
25/01/2024,LinkedIn,Brand Awareness,4320,26,160.1,0,0
25/01/2024,LinkedIn,Lead Gen,2152,15,56.85,0,0
25/01/2024,LinkedIn,Event Promotion,3818,25,91.48,1,106.35
25/01/2024,TikTok,Top of Funnel,33931,578,376.63,10,416.84
25/01/2024,TikTok,Product Showcase,44938,650,455.62,9,469.27
25/01/2024,TikTok,Retargeting,24325,324,68.45,3,131.37
26/01/2024,Google Ads,Brand Search,14577,1003,1870.62,59,4417.14
26/01/2024,Google Ads,Competitor Keywords,6302,331,464.19,12,834.38
26/01/2024,Google Ads,Retargeting,10622,554,1097.3,38,3198.27
26/01/2024,Meta,Awareness,13766,260,295.95,5,342.28
26/01/2024,Meta,Retargeting,14655,313,304.95,6,419.43
26/01/2024,Meta,Lead Gen,14260,287,148.85,6,439.96
26/01/2024,LinkedIn,Brand Awareness,1988,9,33.56,0,0
26/01/2024,LinkedIn,Lead Gen,3424,19,100.44,0,0
26/01/2024,LinkedIn,Event Promotion,2998,15,100.1,0,0
26/01/2024,TikTok,Top of Funnel,32255,575,209.15,10,399.08
26/01/2024,TikTok,Product Showcase,43774,456,308.42,7,405.01
26/01/2024,TikTok,Retargeting,37473,641,313.31,8,504.22
27/01/2024,Google Ads,Brand Search,9558,552,1182.6,20,1638.4
27/01/2024,Google Ads,Competitor Keywords,8590,463,983.84,21,1162.79
27/01/2024,Google Ads,Retargeting,13519,786,650.04,24,2135.97
27/01/2024,Meta,Awareness,12359,279,202.35,10,643.48
27/01/2024,Meta,Retargeting,16666,292,175.06,9,492.72
27/01/2024,Meta,Lead Gen,18474,199,226.24,3,157.37
27/01/2024,LinkedIn,Brand Awareness,2827,19,112.03,0,0
27/01/2024,LinkedIn,Lead Gen,3246,26,105.83,0,0
27/01/2024,LinkedIn,Event Promotion,2772,20,92.02,0,0
27/01/2024,TikTok,Top of Funnel,27245,401,288.35,7,389.67
27/01/2024,TikTok,Product Showcase,23672,321,107.04,4,169.77
27/01/2024,TikTok,Retargeting,35283,360,76.25,4,173.27
28/01/2024,Google Ads,Brand Search,9404,612,706.2,22,1387.1
28/01/2024,Google Ads,Competitor Keywords,8638,391,507.64,19,1213.58
28/01/2024,Google Ads,Retargeting,14073,720,1450.65,34,1935.41
28/01/2024,Meta,Awareness,16128,239,109.49,3,157.37
28/01/2024,Meta,Retargeting,13741,306,241.73,5,367.08
28/01/2024,Meta,Lead Gen,19416,339,353.64,13,689.04
28/01/2024,LinkedIn,Brand Awareness,3155,15,98.72,0,0
28/01/2024,LinkedIn,Lead Gen,4196,23,76.24,0,0
28/01/2024,LinkedIn,Event Promotion,2925,13,51.09,0,0
28/01/2024,TikTok,Top of Funnel,42062,368,93.72,4,257.27
28/01/2024,TikTok,Product Showcase,35838,411,265.4,6,265.81
28/01/2024,TikTok,Retargeting,31038,550,313.44,10,383.02
29/01/2024,Google Ads,Brand Search,14490,908,1278.92,61,5263.98
29/01/2024,Google Ads,Competitor Keywords,10600,497,1207.68,27,1609.23
29/01/2024,Google Ads,Retargeting,9156,371,791.16,12,832.42
29/01/2024,Meta,Awareness,13751,317,293.45,11,731.32
29/01/2024,Meta,Retargeting,16141,163,166.8,4,292.75
29/01/2024,Meta,Lead Gen,16329,200,130.3,5,282.81
29/01/2024,LinkedIn,Brand Awareness,3814,27,145.33,0,0
29/01/2024,LinkedIn,Lead Gen,2198,16,75.04,0,0
29/01/2024,LinkedIn,Event Promotion,4090,17,54,0,0
29/01/2024,TikTok,Top of Funnel,38005,626,400.39,9,446.11
29/01/2024,TikTok,Product Showcase,40531,550,287.52,5,217.16
29/01/2024,TikTok,Retargeting,35810,424,146.64,6,283.37
30/01/2024,Google Ads,Brand Search,12146,681,952.67,34,2685.21
30/01/2024,Google Ads,Competitor Keywords,12609,521,727.25,16,1211.08
30/01/2024,Google Ads,Retargeting,11600,728,1246.13,26,1865.56
30/01/2024,Meta,Awareness,20756,356,186.85,9,627.51
30/01/2024,Meta,Retargeting,30248,553,519.04,21,1127.94
30/01/2024,Meta,Lead Gen,15639,263,179.2,5,294.92
30/01/2024,LinkedIn,Brand Awareness,2334,17,52.96,0,0
30/01/2024,LinkedIn,Lead Gen,2814,24,121.96,0,0
30/01/2024,LinkedIn,Event Promotion,3124,22,96.51,0,0
30/01/2024,TikTok,Top of Funnel,34826,306,132.35,3,108.18
30/01/2024,TikTok,Product Showcase,35048,460,207.33,5,305.26
30/01/2024,TikTok,Retargeting,34085,577,144.48,6,287.6
31/01/2024,Google Ads,Brand Search,10836,692,1519.46,26,1706.34
31/01/2024,Google Ads,Competitor Keywords,7106,479,917.24,18,1577.16
31/01/2024,Google Ads,Retargeting,6608,291,494.62,19,1329.97
31/01/2024,Meta,Awareness,32497,442,342.89,11,757.22
31/01/2024,Meta,Retargeting,12323,141,112.25,4,192.99
31/01/2024,Meta,Lead Gen,16752,194,121.55,5,248.05
31/01/2024,LinkedIn,Brand Awareness,3627,19,61.38,0,0
31/01/2024,LinkedIn,Lead Gen,2274,9,29.08,0,0
31/01/2024,LinkedIn,Event Promotion,1599,12,37.75,0,0
31/01/2024,TikTok,Top of Funnel,25777,334,193.27,3,150.9
31/01/2024,TikTok,Product Showcase,20406,183,60.16,1,58.81
31/01/2024,TikTok,Retargeting,26689,272,163.95,2,104.82
01/02/2024,Google Ads,Brand Search,8781,392,518.33,26,2327.18
01/02/2024,Google Ads,Competitor Keywords,12734,782,766.99,54,4040.48
01/02/2024,Google Ads,Retargeting,13546,944,1418.48,42,3062.62
01/02/2024,Meta,Awareness,24811,381,311.47,13,646.14
01/02/2024,Meta,Retargeting,17507,379,343.17,6,299.87
01/02/2024,Meta,Lead Gen,14975,200,232.63,3,169.4
01/02/2024,LinkedIn,Brand Awareness,2895,23,156.72,0,0
01/02/2024,LinkedIn,Lead Gen,2647,20,126.09,0,0
01/02/2024,LinkedIn,Event Promotion,3088,25,163.26,0,0
01/02/2024,TikTok,Top of Funnel,34069,514,349.84,9,373.73
01/02/2024,TikTok,Product Showcase,21168,286,189.56,3,160.28
01/02/2024,TikTok,Retargeting,44435,710,319.34,8,393.67
02/02/2024,Google Ads,Brand Search,12795,723,1576.45,46,3017.42
02/02/2024,Google Ads,Competitor Keywords,6756,302,743.23,17,1023.76
02/02/2024,Google Ads,Retargeting,12761,660,1340.54,26,1849.96
02/02/2024,Meta,Awareness,19734,305,177.23,5,350.34
02/02/2024,Meta,Retargeting,15680,164,85.61,5,319.69
02/02/2024,Meta,Lead Gen,16037,349,308.32,7,435.49
02/02/2024,LinkedIn,Brand Awareness,1466,6,28.9,0,0
02/02/2024,LinkedIn,Lead Gen,3101,23,145.44,1,136.3
02/02/2024,LinkedIn,Event Promotion,3009,16,108.67,0,0
02/02/2024,TikTok,Top of Funnel,24595,375,167.07,5,291.56
02/02/2024,TikTok,Product Showcase,25399,214,76.42,2,81.88
02/02/2024,TikTok,Retargeting,18514,168,120.07,3,162.01
03/02/2024,Google Ads,Brand Search,8387,582,1377.46,33,2082.33
03/02/2024,Google Ads,Competitor Keywords,10271,547,983.68,16,1054.62
03/02/2024,Google Ads,Retargeting,6477,339,601.15,13,736.73
03/02/2024,Meta,Awareness,20454,295,310.94,7,359.66
03/02/2024,Meta,Retargeting,10716,149,155.82,5,283.46
03/02/2024,Meta,Lead Gen,18834,455,237.5,10,743.02
03/02/2024,LinkedIn,Brand Awareness,3110,13,76.73,0,0
03/02/2024,LinkedIn,Lead Gen,4313,22,121.21,0,0
03/02/2024,LinkedIn,Event Promotion,2452,21,83.74,0,0
03/02/2024,TikTok,Top of Funnel,25600,413,182.84,4,140.52
03/02/2024,TikTok,Product Showcase,29019,280,183.53,3,126.04
03/02/2024,TikTok,Retargeting,19320,262,107.06,5,234.49
04/02/2024,Google Ads,Brand Search,7469,306,258.72,15,1038.17
04/02/2024,Google Ads,Competitor Keywords,9463,601,650.14,23,1295.15
04/02/2024,Google Ads,Retargeting,8175,395,511.13,20,1424.72
04/02/2024,Meta,Awareness,20736,325,295.25,9,545.08
04/02/2024,Meta,Retargeting,17972,319,246.85,11,576.33
04/02/2024,Meta,Lead Gen,11892,128,142.54,4,180.47
04/02/2024,LinkedIn,Brand Awareness,1691,14,84.85,0,0
04/02/2024,LinkedIn,Lead Gen,3662,25,155.89,1,145.4
04/02/2024,LinkedIn,Event Promotion,2888,13,85.02,0,0
04/02/2024,TikTok,Top of Funnel,39363,705,258.61,5,313.29
04/02/2024,TikTok,Product Showcase,26370,233,182.45,2,120.95
04/02/2024,TikTok,Retargeting,35223,361,122.73,5,220.46
05/02/2024,Google Ads,Brand Search,13832,961,2280.98,43,2608.45
05/02/2024,Google Ads,Competitor Keywords,14863,808,1580.04,50,4022.06
05/02/2024,Google Ads,Retargeting,9624,385,921.14,12,919.22
05/02/2024,Meta,Awareness,26286,414,299.48,9,599.22
05/02/2024,Meta,Retargeting,25521,538,420.77,19,989.15
05/02/2024,Meta,Lead Gen,20510,379,243.6,9,651.52
05/02/2024,LinkedIn,Brand Awareness,2343,17,61.35,0,0
05/02/2024,LinkedIn,Lead Gen,4065,23,117.4,1,147.88
05/02/2024,LinkedIn,Event Promotion,2474,11,54.08,0,0
05/02/2024,TikTok,Top of Funnel,18142,159,120.08,1,52.3
05/02/2024,TikTok,Product Showcase,23611,302,170.74,4,144.01
05/02/2024,TikTok,Retargeting,14670,199,51.89,3,179.23
06/02/2024,Google Ads,Brand Search,12059,525,1060.01,23,1537.9
06/02/2024,Google Ads,Competitor Keywords,11473,661,1216.9,44,2991.33
06/02/2024,Google Ads,Retargeting,8935,464,1017.71,23,1744.76
06/02/2024,Meta,Awareness,10242,147,173.72,4,223.27
06/02/2024,Meta,Retargeting,12553,168,163.61,3,146.91
06/02/2024,Meta,Lead Gen,31235,358,298.14,8,588.9
06/02/2024,LinkedIn,Brand Awareness,3749,21,73.6,0,0
06/02/2024,LinkedIn,Lead Gen,2152,18,82.04,0,0
06/02/2024,LinkedIn,Event Promotion,1894,15,51.67,0,0
06/02/2024,TikTok,Top of Funnel,30350,368,260.42,4,207.42
06/02/2024,TikTok,Product Showcase,31251,483,278.25,4,253.71
06/02/2024,TikTok,Retargeting,22410,330,176.1,3,173.74
07/02/2024,Google Ads,Brand Search,13851,830,1193.79,43,2442.11
07/02/2024,Google Ads,Competitor Keywords,15164,1011,2027.16,53,3666.05
07/02/2024,Google Ads,Retargeting,6881,467,432.01,18,1155.31
07/02/2024,Meta,Awareness,14291,333,394.01,12,628.2
07/02/2024,Meta,Retargeting,23677,570,670.06,18,847.91
07/02/2024,Meta,Lead Gen,13011,144,171.8,4,285.45
07/02/2024,LinkedIn,Brand Awareness,1521,11,56.16,0,0
07/02/2024,LinkedIn,Lead Gen,1861,8,44.15,0,0
07/02/2024,LinkedIn,Event Promotion,1425,8,48.47,0,0
07/02/2024,TikTok,Top of Funnel,26120,258,192.94,3,110.95
07/02/2024,TikTok,Product Showcase,36988,301,104.23,3,156.97
07/02/2024,TikTok,Retargeting,19499,299,177.95,5,195.99
08/02/2024,Google Ads,Brand Search,11235,748,1622.09,46,3997.53
08/02/2024,Google Ads,Competitor Keywords,7855,456,722.24,18,1522.8
08/02/2024,Google Ads,Retargeting,12277,807,1930.09,34,2949.33
08/02/2024,Meta,Awareness,23118,320,303.05,7,516.9
08/02/2024,Meta,Retargeting,30760,661,650.24,17,822.61
08/02/2024,Meta,Lead Gen,12302,267,154.34,4,210.9
08/02/2024,LinkedIn,Brand Awareness,3567,14,73.47,0,0
08/02/2024,LinkedIn,Lead Gen,2624,18,101.51,0,0
08/02/2024,LinkedIn,Event Promotion,4151,35,214.2,1,145.03
08/02/2024,TikTok,Top of Funnel,15832,183,47.36,1,56.4
08/02/2024,TikTok,Product Showcase,31926,559,268.75,5,201.79
08/02/2024,TikTok,Retargeting,33421,274,78.76,3,131.73
09/02/2024,Google Ads,Brand Search,13693,619,831.38,34,2571.43
09/02/2024,Google Ads,Competitor Keywords,11903,557,876.79,37,2774.77
09/02/2024,Google Ads,Retargeting,14720,1020,2294.61,43,2886.12
09/02/2024,Meta,Awareness,28597,636,384.07,16,1047.45
09/02/2024,Meta,Retargeting,11349,228,271.35,8,469.45
09/02/2024,Meta,Lead Gen,17667,289,337.85,7,452.12
09/02/2024,LinkedIn,Brand Awareness,4064,18,80.26,0,0
09/02/2024,LinkedIn,Lead Gen,1815,7,21.4,0,0
09/02/2024,LinkedIn,Event Promotion,1947,17,98.56,0,0
09/02/2024,TikTok,Top of Funnel,31488,427,216.39,4,249.09
09/02/2024,TikTok,Product Showcase,25522,214,103.37,3,152.23
09/02/2024,TikTok,Retargeting,17210,213,134.14,4,231.5
10/02/2024,Google Ads,Brand Search,9699,431,346.76,15,858.63
10/02/2024,Google Ads,Competitor Keywords,12711,718,742.51,35,2941.27
10/02/2024,Google Ads,Retargeting,6722,413,674.47,23,1878.44
10/02/2024,Meta,Awareness,17029,253,132.98,8,438.54
10/02/2024,Meta,Retargeting,17029,351,145.54,8,379.38
10/02/2024,Meta,Lead Gen,21106,307,254.88,6,293.2
10/02/2024,LinkedIn,Brand Awareness,3137,15,47.86,0,0
10/02/2024,LinkedIn,Lead Gen,2571,13,40.99,0,0
10/02/2024,LinkedIn,Event Promotion,1601,7,28.61,0,0
10/02/2024,TikTok,Top of Funnel,25912,325,222.34,4,257.67
10/02/2024,TikTok,Product Showcase,38527,676,147.42,10,611.36
10/02/2024,TikTok,Retargeting,31598,386,285.61,5,232.83
11/02/2024,Google Ads,Brand Search,12747,768,626.48,29,1596.46
11/02/2024,Google Ads,Competitor Keywords,9888,470,1129.35,21,1475.38
11/02/2024,Google Ads,Retargeting,9464,379,745.04,15,1239.11
11/02/2024,Meta,Awareness,19695,226,222.18,3,171.65
11/02/2024,Meta,Retargeting,15111,244,232.93,6,375.54
11/02/2024,Meta,Lead Gen,16272,250,163.57,3,189.89
11/02/2024,LinkedIn,Brand Awareness,3865,26,151.33,0,0
11/02/2024,LinkedIn,Lead Gen,1861,15,87.5,0,0
11/02/2024,LinkedIn,Event Promotion,3270,23,159.12,1,102.71
11/02/2024,TikTok,Top of Funnel,38084,478,223.24,5,227.48
11/02/2024,TikTok,Product Showcase,30361,532,377.99,6,389.11
11/02/2024,TikTok,Retargeting,26669,412,249.6,6,218.41
12/02/2024,Google Ads,Brand Search,6403,431,913.59,27,1786.78
12/02/2024,Google Ads,Competitor Keywords,14147,642,999.62,33,2436.74
12/02/2024,Google Ads,Retargeting,9429,400,622.7,20,1113.08
12/02/2024,Meta,Awareness,14635,345,237.01,12,860.72
12/02/2024,Meta,Retargeting,20213,432,335.54,15,869.29
12/02/2024,Meta,Lead Gen,20704,247,219.17,9,504.35
12/02/2024,LinkedIn,Brand Awareness,3469,25,104.5,1,121.74
12/02/2024,LinkedIn,Lead Gen,1775,13,57.34,0,0
12/02/2024,LinkedIn,Event Promotion,3113,27,90.53,1,134.97
12/02/2024,TikTok,Top of Funnel,48055,491,306.97,8,392.26
12/02/2024,TikTok,Product Showcase,21636,227,149.87,3,112.9
12/02/2024,TikTok,Retargeting,29010,397,291.92,4,203.67
13/02/2024,Google Ads,Brand Search,13156,541,1128.56,35,2732.64
13/02/2024,Google Ads,Competitor Keywords,7292,461,526.65,26,1971.55
13/02/2024,Google Ads,Retargeting,9220,622,704.59,30,2364.8
13/02/2024,Meta,Awareness,11537,203,175.03,5,317.61
13/02/2024,Meta,Retargeting,14345,356,283.62,8,385.4
13/02/2024,Meta,Lead Gen,15170,317,271.92,10,593.75
13/02/2024,LinkedIn,Brand Awareness,4670,32,155.72,1,145.03
13/02/2024,LinkedIn,Lead Gen,3521,14,85.86,0,0
13/02/2024,LinkedIn,Event Promotion,3563,23,116.75,0,0
13/02/2024,TikTok,Top of Funnel,38608,557,426.68,10,503.63
13/02/2024,TikTok,Product Showcase,42024,565,373.01,9,576.67
13/02/2024,TikTok,Retargeting,36788,383,240.16,7,246.8
14/02/2024,Google Ads,Brand Search,5995,329,422.36,17,1298.97
14/02/2024,Google Ads,Competitor Keywords,15633,764,970.57,37,3201.35
14/02/2024,Google Ads,Retargeting,13056,835,1061.35,53,2995.16
14/02/2024,Meta,Awareness,21671,485,482.6,8,513.66
14/02/2024,Meta,Retargeting,18417,248,251.69,8,598.44
14/02/2024,Meta,Lead Gen,14722,154,160.2,3,165.68
14/02/2024,LinkedIn,Brand Awareness,3944,19,103.45,0,0
14/02/2024,LinkedIn,Lead Gen,4082,31,150.3,1,134.8
14/02/2024,LinkedIn,Event Promotion,4372,28,119.19,0,0
14/02/2024,TikTok,Top of Funnel,37410,548,371.77,4,197.23
14/02/2024,TikTok,Product Showcase,34703,353,135.53,2,120.46
14/02/2024,TikTok,Retargeting,21976,273,164.33,4,240.82
15/02/2024,Google Ads,Brand Search,13329,570,1348.65,31,1914.74
15/02/2024,Google Ads,Competitor Keywords,12075,709,1160.12,36,2468.76
15/02/2024,Google Ads,Retargeting,7089,325,653.16,13,721.21
15/02/2024,Meta,Awareness,15462,290,194.9,11,604.9
15/02/2024,Meta,Retargeting,13154,175,177.1,6,437.35
15/02/2024,Meta,Lead Gen,30577,450,237.1,9,592.48
15/02/2024,LinkedIn,Brand Awareness,3496,16,87.88,0,0
15/02/2024,LinkedIn,Lead Gen,1508,13,51.77,0,0
15/02/2024,LinkedIn,Event Promotion,3047,17,53.27,0,0
15/02/2024,TikTok,Top of Funnel,31552,394,312.51,7,276.25
15/02/2024,TikTok,Product Showcase,16558,210,51.28,2,88.55
15/02/2024,TikTok,Retargeting,33340,533,362.18,4,159.21
16/02/2024,Google Ads,Brand Search,13014,882,1600.84,60,3609.7
16/02/2024,Google Ads,Competitor Keywords,15316,973,2172.37,41,2882.96
16/02/2024,Google Ads,Retargeting,9672,431,981.74,28,2070.2
16/02/2024,Meta,Awareness,17870,348,240.73,7,403.04
16/02/2024,Meta,Retargeting,27077,543,624.15,13,711.3
16/02/2024,Meta,Lead Gen,20082,216,253.93,4,219.94
16/02/2024,LinkedIn,Brand Awareness,1520,9,46.4,0,0
16/02/2024,LinkedIn,Lead Gen,3602,26,128.77,1,93.42
16/02/2024,LinkedIn,Event Promotion,3833,20,125.88,0,0
16/02/2024,TikTok,Top of Funnel,26194,308,183.7,5,196.32
16/02/2024,TikTok,Product Showcase,40036,545,169.08,8,315.92
16/02/2024,TikTok,Retargeting,42016,734,444.75,9,438.64
17/02/2024,Google Ads,Brand Search,11573,686,1617.05,21,1685.16
17/02/2024,Google Ads,Competitor Keywords,10731,484,433.13,25,1557.69
17/02/2024,Google Ads,Retargeting,10129,544,989.28,35,3042.65
17/02/2024,Meta,Awareness,18679,207,190.28,6,405.88
17/02/2024,Meta,Retargeting,17379,339,363.16,11,546.99
17/02/2024,Meta,Lead Gen,22282,426,208.73,15,775.95
17/02/2024,LinkedIn,Brand Awareness,2604,12,56.06,0,0
17/02/2024,LinkedIn,Lead Gen,2103,13,72.92,0,0
17/02/2024,LinkedIn,Event Promotion,3136,17,93.19,0,0
17/02/2024,TikTok,Top of Funnel,46141,733,538.31,14,516.1
17/02/2024,TikTok,Product Showcase,21943,327,167.14,5,286.38
17/02/2024,TikTok,Retargeting,21615,209,164.2,3,186.14
18/02/2024,Google Ads,Brand Search,8947,470,778.11,20,1618.46
18/02/2024,Google Ads,Competitor Keywords,9301,375,662.02,23,1926.64
18/02/2024,Google Ads,Retargeting,13639,885,1107.1,32,2462.94
18/02/2024,Meta,Awareness,17763,300,228.73,7,367.63
18/02/2024,Meta,Retargeting,23743,428,176.03,6,395.44
18/02/2024,Meta,Lead Gen,24359,359,278.04,12,559.03
18/02/2024,LinkedIn,Brand Awareness,2481,21,106.17,0,0
18/02/2024,LinkedIn,Lead Gen,1997,9,45.81,0,0
18/02/2024,LinkedIn,Event Promotion,4526,38,218.43,0,0
18/02/2024,TikTok,Top of Funnel,31117,385,77.3,3,149.34
18/02/2024,TikTok,Product Showcase,45705,380,164.28,6,307.69
18/02/2024,TikTok,Retargeting,16892,147,103.43,2,92.68
